timestamp,log_level,message
"2025-07-17 07:48:34,258",DEBUG,hangar as the crewmen secure his little electronic partner
"2025-07-17 07:48:34,455",DEBUG,With a little reluctance the scruffy dwarf trades the damaged
"2025-07-17 07:48:34,785",DEBUG,Ben enters a humming service trench that powers the huge
"2025-07-17 07:48:35,229",DEBUG,INT. DARTH VADER'S COCKPIT
"2025-07-17 07:48:36,569",DEBUG,work.
"2025-07-17 07:34:02,537",DEBUG,LEIA
"2025-07-17 07:34:02,940",DEBUG,It's a wonder you're still alive.
"2025-07-17 07:34:03,186",DEBUG,"traveled lightly. Tell me young Luke,"
"2025-07-17 07:34:03,884",DEBUG,"We found the computer outlet, sir."
"2025-07-17 07:34:04,351",DEBUG,time. For over a thousand generations
"2025-07-17 07:34:04,946",DEBUG,Luke stands in the middle of the small hold area; he seems
"2025-07-17 07:34:05,670",DEBUG,hands grip the control stick as he presses the button.
"2025-07-17 07:34:07,980",DEBUG,stopping him. He claims to be the
"2025-07-17 07:34:08,133",DEBUG,followed by a fast-gaining Luke. After Biggs dives out of
"2025-07-17 07:34:09,107",DEBUG,THREEPIO
"2025-07-17 07:41:10,917",DEBUG,transmitter. I'll see what I can do.
"2025-07-17 07:41:11,605",DEBUG,snapping and popping. Luke is trying to reach Threepio.
"2025-07-17 07:41:12,483",DEBUG,I expected you would be.
"2025-07-17 07:41:12,607",DEBUG,He's got to follow his own path. No
"2025-07-17 07:41:13,181",DEBUG,one in the message... We've got to
"2025-07-17 07:41:13,634",DEBUG,"service, if you take my meaning,"
"2025-07-17 07:41:14,59",DEBUG,Luke and the group ride into the massive temple on an armored
"2025-07-17 07:41:14,769",DEBUG,should be able to penetrate the outer
"2025-07-17 07:41:16,495",DEBUG,THREEPIO
"2025-07-17 07:41:16,677",DEBUG,"He won't, I don't think he exists"
"2025-07-17 07:43:26,523",DEBUG,INT. TATOOINE - MOS EISLEY - CANTINA
"2025-07-17 07:43:26,775",DEBUG,Finally a small elevator arrives and the trio enters.
"2025-07-17 07:43:27,178",DEBUG,"Luke, tell Owen that if he gets a"
"2025-07-17 07:43:27,810",DEBUG,"direction somewhere, but I don't see"
"2025-07-17 07:43:28,258",DEBUG,a diplomatic...
"2025-07-17 07:43:29,168",DEBUG,the Death Star surface pole.
"2025-07-17 07:43:29,801",DEBUG,I don't know what all the trouble is
"2025-07-17 07:43:30,94",DEBUG,a few minutes ago you said you didn't
"2025-07-17 07:43:30,638",DEBUG,"Ben and Luke are standing in a sleazy used speeder lot,"
"2025-07-17 07:43:30,848",DEBUG,He pushes the fire buttons.
"2025-07-17 07:48:14,771",DEBUG,(sighing)
"2025-07-17 07:48:15,657",DEBUG,Just hold them off for a few seconds.
"2025-07-17 07:48:16,7",DEBUG,Well more wealth that you can imagine.
"2025-07-17 07:48:16,739",DEBUG,Look out! He's loose!
"2025-07-17 07:48:17,867",DEBUG,that it is hard to tell if he is real or just an illusion.
"2025-07-17 07:48:19,55",DEBUG,marginally human creatures raises a long ominous laser rifle
"2025-07-17 07:48:19,717",DEBUG,BIGGS
"2025-07-17 07:48:20,184",DEBUG,"A bureaucrat races to get aboard also, but is signaled away"
"2025-07-17 07:48:21,140",DEBUG,"as they wait for a vacuum elevator to arrive. Troops,"
"2025-07-17 07:48:22,53",DEBUG,flowing through him.
"2025-07-17 07:48:45,355",DEBUG,"Rotting in a forest of gargantuan trees, an ancient temple"
"2025-07-17 07:48:46,193",DEBUG,You're who?
"2025-07-17 07:48:46,836",DEBUG,Luke watches the distant Tusken Raider through his
"2025-07-17 07:48:47,201",DEBUG,Gold Leader approaches the surface and pulls out to skim the
"2025-07-17 07:48:47,768",DEBUG,"glances with solid, grim determination. Threepio seems"
"2025-07-17 07:48:48,930",DEBUG,THREEPIO
"2025-07-17 07:48:49,304",DEBUG,RED LEADER
"2025-07-17 07:48:50,101",DEBUG,Gold Leader peels off and starts toward the long trenches at
"2025-07-17 07:48:51,273",DEBUG,sympathy for the Rebellion in the
"2025-07-17 07:48:51,424",DEBUG,Dantooine.
"2025-07-17 07:51:56,631",DEBUG,Looks like we're coming up on
"2025-07-17 07:51:57,78",DEBUG,We don't serve their kind here!
"2025-07-17 07:51:57,552",DEBUG,station. I only hope that when the
"2025-07-17 07:51:58,309",DEBUG,the sky for the Imperial fighters. Flak pounds at his ship.
"2025-07-17 07:51:58,604",DEBUG,Not on your life! That little droid
"2025-07-17 07:51:59,65",DEBUG,TROOPER
"2025-07-17 07:51:59,906",DEBUG,"Luke looks downward sadly, shaking his head back and forth,"
"2025-07-17 07:52:00,867",DEBUG,screen gives a readout of the hit. The pirateship bounces
"2025-07-17 07:52:01,557",DEBUG,anything.
"2025-07-17 07:52:01,834",DEBUG,signal and then inform the senate
"2025-07-17 07:35:33,939",DEBUG,auxiliary hatches that lead to Imperial TIE fighters.
"2025-07-17 07:35:34,372",DEBUG,It'd be as well to let it go. It's
"2025-07-17 07:35:35,244",DEBUG,LUKE
"2025-07-17 07:35:35,990",DEBUG,INT. GOLD TWO'S Y-WING - COCKPIT
"2025-07-17 07:35:38,570",DEBUG,Princess Leia rushes toward him.
"2025-07-17 07:35:38,821",DEBUG,Ben enters a humming service trench that powers the huge
"2025-07-17 07:35:40,873",DEBUG,They place poles and long metal beams between the closing
"2025-07-17 07:35:41,181",DEBUG,GOLD LEADER
"2025-07-17 07:35:42,92",DEBUG,I wasn't notified. I'll have to clear
"2025-07-17 07:35:43,810",DEBUG,half your group out of range for the
"2025-07-17 07:53:19,980",DEBUG,to be nothing more than a dark spot
"2025-07-17 07:53:20,810",DEBUG,The pirateship bounces and vibrates as the power goes out in
"2025-07-17 07:53:22,93",DEBUG,With a little reluctance the scruffy dwarf trades the damaged
"2025-07-17 07:53:24,434",DEBUG,Luke thinks about the bolt for a moment then puts it on the
"2025-07-17 07:53:25,60",DEBUG,Vader turns round and round in circles as his ship spins
"2025-07-17 07:53:25,758",DEBUG,DODONNA
"2025-07-17 07:53:26,564",DEBUG,LEIA
"2025-07-17 07:53:27,108",DEBUG,around? You know what's about to
"2025-07-17 07:53:28,177",DEBUG,INT. MILLENNIUM FALCON - COCKPIT
"2025-07-17 07:53:28,654",DEBUG,TARKIN
"2025-07-17 07:38:29,453",DEBUG,human proportions. He has a gleaming bronze-like metallic
"2025-07-17 07:38:30,367",DEBUG,The Death Star plans are not in the
"2025-07-17 07:38:30,802",DEBUG,know what he's talking about?
"2025-07-17 07:38:32,436",DEBUG,VADER
"2025-07-17 07:38:33,112",DEBUG,Ben Kenobi puts a hand on his shoulder.
"2025-07-17 07:38:33,769",DEBUG,With pleasure.
"2025-07-17 07:38:34,335",DEBUG,fighter and carried off under the worried eyes of Threepio.
"2025-07-17 07:38:34,619",DEBUG,"what happened, didn't you get your"
"2025-07-17 07:38:35,591",DEBUG,Chewbacca jabbers excitedly and signals for them to hurry.
"2025-07-17 07:38:35,853",DEBUG,it won't help you.
"2025-07-17 07:35:50,363",DEBUG,"carefully makes several adjustments in the computer terminal,"
"2025-07-17 07:35:52,200",DEBUG,for a moment and then moves his targeting device into
"2025-07-17 07:35:53,834",DEBUG,handsome boy a few years older than the rest. His flashy
"2025-07-17 07:35:53,979",DEBUG,Leia lowers her head.
"2025-07-17 07:35:54,635",DEBUG,REBEL OFFICER
"2025-07-17 07:35:54,937",DEBUG,THREEPIO
"2025-07-17 07:35:55,822",DEBUG,returns.
"2025-07-17 07:35:56,519",DEBUG,"Leia, Threepio, and the technicians view the projected target"
"2025-07-17 07:35:57,429",DEBUG,just sitting there! Probably a
"2025-07-17 07:35:57,837",DEBUG,Sandpeople around. We'll have to
"2025-07-17 07:40:49,870",DEBUG,"That's right, yeah! I got some old"
"2025-07-17 07:40:51,712",DEBUG,it won't help you.
"2025-07-17 07:40:52,90",DEBUG,see something with the naked eye. Through the binoculars
"2025-07-17 07:40:52,584",DEBUG,GOLD TWO
"2025-07-17 07:40:52,689",DEBUG,Leader's X-wing drops down to the surface leading to the
"2025-07-17 07:40:53,40",DEBUG,"come on. Well, come on, Red, let's"
"2025-07-17 07:40:53,142",DEBUG,you risking yourself on my account.
"2025-07-17 07:40:53,929",DEBUG,INT. REBEL BLOCKADE RUNNER - MAIN PASSAGEWAY
"2025-07-17 07:40:54,640",DEBUG,HAN
"2025-07-17 07:40:55,996",DEBUG,The Corellian pirateship zooms from Tatooine into space.
"2025-07-17 07:34:45,836",DEBUG,INT. LUKE'S X-WING FIGHTER - COCKPIT
"2025-07-17 07:34:47,450",DEBUG,fires.
"2025-07-17 07:34:48,392",DEBUG,voice of the loudspeaker issuing commands. Coupling hoses
"2025-07-17 07:34:49,447",DEBUG,Force... as if millions of voices
"2025-07-17 07:34:50,56",DEBUG,"Threepio, on the other hand, is a tall, slender robot of"
"2025-07-17 07:34:50,545",DEBUG,No!
"2025-07-17 07:34:51,78",DEBUG,The three TIE fighters move in on Luke. As Vader's center
"2025-07-17 07:34:51,434",DEBUG,No reward is worth this.
"2025-07-17 07:34:51,750",DEBUG,"Squad leaders, we've picked up a new"
"2025-07-17 07:34:52,347",DEBUG,It'd be as well to let it go. It's
"2025-07-17 07:39:42,466",DEBUG,understand I just can't make an
"2025-07-17 07:39:42,695",DEBUG,I think so.
"2025-07-17 07:39:43,448",DEBUG,(to Artoo)
"2025-07-17 07:39:45,332",DEBUG,Han have already pulled out their laser pistols and are
"2025-07-17 07:39:45,859",DEBUG,INT. MASSASSI OUTPOST - WAR ROOM
"2025-07-17 07:39:46,679",DEBUG,Flak and laserbolts flash outside Luke's cockpit window.
"2025-07-17 07:39:47,646",DEBUG,INT. GOLD LEADER'S Y-WING - COCKPIT
"2025-07-17 07:39:47,782",DEBUG,pod was jettisoned during the
"2025-07-17 07:39:48,819",DEBUG,"I'm trying not to, kid!"
"2025-07-17 07:39:49,662",DEBUG,creatures. Luke turns and gives one last forlorn look at his
"2025-07-17 07:54:37,258",DEBUG,haven't felt since...
"2025-07-17 07:54:37,476",DEBUG,EXT. SPACE AROUND THE DEATH STAR
"2025-07-17 07:54:37,864",DEBUG,"since you left, Biggs. It's been"
"2025-07-17 07:54:37,983",DEBUG,That's what your uncle told you. He
"2025-07-17 07:54:38,450",DEBUG,might catch them.
"2025-07-17 07:54:38,684",DEBUG,but not distinctly.
"2025-07-17 07:54:39,604",DEBUG,"Luke, shaking his head, sits in the copilot seat. He and Han"
"2025-07-17 07:54:42,388",DEBUG,"Threepio is seated in the hold area, next to Artoo-Detoo."
"2025-07-17 07:54:43,271",DEBUG,INT. MILLENNIUM FALCON - PASSAGEWAY
"2025-07-17 07:54:44,523",DEBUG,"Wan, but old Ben lives out beyond"
"2025-07-17 07:51:14,184",DEBUG,INT. DEATH STAR - FORWARD BAY - COMMAND OFFICE
"2025-07-17 07:51:14,383",DEBUG,questions Luke.
"2025-07-17 07:51:14,971",DEBUG,to lock it down. Large leak... very
"2025-07-17 07:51:15,264",DEBUG,For luck!
"2025-07-17 07:51:15,773",DEBUG,"The group rushes up the gang plank, passing a grinning Han"
"2025-07-17 07:51:16,232",DEBUG,Did you find any droids?
"2025-07-17 07:51:17,74",DEBUG,front of them. The young starpilot and his furry companion
"2025-07-17 07:51:17,538",DEBUG,BEN
"2025-07-17 07:51:19,75",DEBUG,"Leia and the others stare intently at the projected screen,"
"2025-07-17 07:51:19,303",DEBUG,close to a supernova and that'd end
"2025-07-17 07:50:02,119",DEBUG,The officer goes back to his console and begins to punch in
"2025-07-17 07:50:02,349",DEBUG,Rebellion.
"2025-07-17 07:50:03,192",DEBUG,extra. Ten thousand in advance.
"2025-07-17 07:50:04,972",DEBUG,The Rebel fighters evade the Imperial laser blasts.
"2025-07-17 07:50:05,725",DEBUG,hiding from the hot winds.
"2025-07-17 07:50:06,877",DEBUG,owner. We'll have no more of this
"2025-07-17 07:50:07,645",DEBUG,"furry, scaly, tentacled, and clawed creatures huddle over"
"2025-07-17 07:50:08,423",DEBUG,I didn't hear you give any ideas...
"2025-07-17 07:50:09,213",DEBUG,I felt it was in the presence of my
"2025-07-17 07:50:09,322",DEBUG,BEN
"2025-07-17 07:50:28,466",DEBUG,"Grimly, Red Leader takes careful aim and watches his computer"
"2025-07-17 07:50:29,474",DEBUG,The surface of the Death Star ominously approaches the red
"2025-07-17 07:50:30,440",DEBUG,The group straps in for take off.
"2025-07-17 07:50:31,553",DEBUG,LUKE
"2025-07-17 07:50:32,537",DEBUG,BIGGS
"2025-07-17 07:50:32,731",DEBUG,All final preparations are made for the approaching battle.
"2025-07-17 07:50:32,898",DEBUG,EXT. TATOOINE - ROCK CANYON - RIDGE - DAY
"2025-07-17 07:50:33,511",DEBUG,Chewbacca responds with a growling noise.
"2025-07-17 07:50:34,247",DEBUG,I surprised you had the courage to
"2025-07-17 07:50:35,166",DEBUG,HAN
"2025-07-17 07:40:16,442",DEBUG,"with laser swords locked in mid-air, creating a low buzzing"
"2025-07-17 07:40:17,174",DEBUG,"Remember, the Force will be with"
"2025-07-17 07:40:17,824",DEBUG,"When we heard about Alderaan, we"
"2025-07-17 07:40:18,272",DEBUG,"Luke and Han look at one another, as Solo playfully shoves"
"2025-07-17 07:40:20,128",DEBUG,The pirateship zooms over the camera and away into the
"2025-07-17 07:40:20,739",DEBUG,(sounding official)
"2025-07-17 07:40:21,940",DEBUG,LUKE
"2025-07-17 07:40:22,782",DEBUG,LUKE
"2025-07-17 07:40:23,622",DEBUG,"laserfire misses Chewbacca, but hits the camera eyes, laser"
"2025-07-17 07:40:24,170",DEBUG,(over intercom)
"2025-07-17 07:48:09,426",DEBUG,Hey! Hey!
"2025-07-17 07:48:10,211",DEBUG,...I just came to say good-bye to
"2025-07-17 07:48:10,735",DEBUG,Not after we demonstrate the power
"2025-07-17 07:48:10,954",DEBUG,(laughing)
"2025-07-17 07:48:11,471",DEBUG,"a bad case of dust contamination, I"
"2025-07-17 07:48:11,779",DEBUG,"Well, I'll be at the Academy next"
"2025-07-17 07:48:12,455",DEBUG,With a little reluctance the scruffy dwarf trades the damaged
"2025-07-17 07:48:12,617",DEBUG,the main reactor. We'll be destroyed
"2025-07-17 07:48:13,750",DEBUG,do better than all right.
"2025-07-17 07:48:14,15",DEBUG,"See-Threepio can be heard on Threepio's hand comlink, which"
"2025-07-17 07:35:26,271",DEBUG,Someone begins banging on the door.
"2025-07-17 07:35:27,720",DEBUG,the time this station is operational.
"2025-07-17 07:35:28,366",DEBUG,Come on!
"2025-07-17 07:35:29,293",DEBUG,Luke still recovering from the shock of seeing so many
"2025-07-17 07:35:30,100",DEBUG,slips into the shadows as an Officer moves to within a few
"2025-07-17 07:35:30,839",DEBUG,There she is! Set for stun!
"2025-07-17 07:35:31,883",DEBUG,Princess? What's going on?
"2025-07-17 07:35:32,502",DEBUG,with his laser cannon.
"2025-07-17 07:35:33,133",DEBUG,THREEPIO
"2025-07-17 07:35:33,448",DEBUG,stormtroopers into the air. Chewie follows his captain down
"2025-07-17 07:47:39,816",DEBUG,relentlessly throughout the empty passageway. Luke simply
"2025-07-17 07:47:39,917",DEBUG,Technicians are seated at the computer readout table.
"2025-07-17 07:47:40,843",DEBUG,"In the war room, Leia stands frozen as she listens and worries"
"2025-07-17 07:47:42,243",DEBUG,and a traitor. Take her away!
"2025-07-17 07:47:42,463",DEBUG,That isn't very reassuring.
"2025-07-17 07:47:42,593",DEBUG,"rope, Leia returns the laser volley. Another trooper appears"
"2025-07-17 07:47:43,494",DEBUG,"You see, you can do it."
"2025-07-17 07:47:44,216",DEBUG,"service, if you take my meaning,"
"2025-07-17 07:47:44,600",DEBUG,"that pops the hatch door shut with a resounding boom, leaving"
"2025-07-17 07:43:31,204",DEBUG,"I copy, Gold Leader."
"2025-07-17 07:43:31,611",DEBUG,VADER
"2025-07-17 07:43:31,935",DEBUG,mechanically finishes his dinner.
"2025-07-17 07:43:32,898",DEBUG,LEIA
"2025-07-17 07:43:33,850",DEBUG,his maneuvering joy stick.
"2025-07-17 07:43:35,370",DEBUG,"Leia, Threepio, and the technicians view the projected target"
"2025-07-17 07:43:37,103",DEBUG,The pirateship shudders and the TIE fighter accelerates away
"2025-07-17 07:43:37,390",DEBUG,Luke is furious but doesn't have time to think about it for
"2025-07-17 07:43:38,187",DEBUG,EXT. SURFACE OF THE DEATH STAR
"2025-07-17 07:43:39,981",DEBUG,not much to tell. I'm not much more
"2025-07-17 07:47:59,995",DEBUG,work their way across the desert wasteland. The lifepod in
"2025-07-17 07:48:00,841",DEBUG,you!
"2025-07-17 07:48:02,284",DEBUG,"I, uh, was also thinking about our"
"2025-07-17 07:48:03,46",DEBUG,Hold your fire. There are no life
"2025-07-17 07:48:03,590",DEBUG,good-bye... I shouldn't tell you
"2025-07-17 07:48:04,897",DEBUG,nowhere in sight. The pitiful screams of the doomed Rebel
"2025-07-17 07:48:05,485",DEBUG,Obi-Wan Kenobi... Obi-Wan? Now thats
"2025-07-17 07:48:06,367",DEBUG,LUKE
"2025-07-17 07:48:07,400",DEBUG,"That's right, yeah! I got some old"
"2025-07-17 07:48:08,536",DEBUG,Just hope the old man got the tractor
"2025-07-17 07:46:25,666",DEBUG,We've entered the Alderaan system.
"2025-07-17 07:46:27,270",DEBUG,get us all killed.
"2025-07-17 07:46:28,132",DEBUG,Luke gets up and moves out toward the gunports as Leia heads
"2025-07-17 07:46:29,105",DEBUG,(he salutes)
"2025-07-17 07:46:29,482",DEBUG,laserbeams from his cannon.
"2025-07-17 07:46:30,664",DEBUG,on the screen showing it's position in relation to Yavin and
"2025-07-17 07:46:31,251",DEBUG,of the farm boys. A robot repairs some equipment in the
"2025-07-17 07:46:31,550",DEBUG,HAN
"2025-07-17 07:46:32,871",DEBUG,It looks like we don't have much of
"2025-07-17 07:46:33,521",DEBUG,Luke looks toward the ship.
"2025-07-17 07:51:48,584",DEBUG,I wasn't notified. I'll have to clear
"2025-07-17 07:51:50,178",DEBUG,"Luke notices something on his stormtrooper belt, when"
"2025-07-17 07:51:51,457",DEBUG,INT. MASSASSI - WAR ROOM BRIEFING AREA
"2025-07-17 07:51:51,767",DEBUG,Whatever you say. I've done more
"2025-07-17 07:51:53,214",DEBUG,INT. KENOBI'S DWELLING
"2025-07-17 07:51:54,49",DEBUG,"dreamlike and half hidden in the smoke, she finishes adjusting"
"2025-07-17 07:51:54,294",DEBUG,He snaps the seal on the main latch and a red warning light
"2025-07-17 07:51:55,234",DEBUG,table has a small computer monitor embedded in it. Chewbacca
"2025-07-17 07:51:56,477",DEBUG,Man your ships! And may the Force be
"2025-07-17 07:35:16,274",DEBUG,LUKE
"2025-07-17 07:35:18,179",DEBUG,Luke is terrified but tries not to show it. He quietly sips
"2025-07-17 07:35:19,856",DEBUG,A death-white wasteland stretches from horizon to horizon.
"2025-07-17 07:35:20,434",DEBUG,And I'm stuck here...
"2025-07-17 07:35:21,428",DEBUG,LUKE
"2025-07-17 07:35:22,301",DEBUG,INT. REBEL BLOCKADE RUNNER - CORRIDOR
"2025-07-17 07:35:22,763",DEBUG,"the Death Star surface, but he is unable to lose the TIE"
"2025-07-17 07:35:23,131",DEBUG,HAN
"2025-07-17 07:35:23,713",DEBUG,Imperial stormtroopers make their rounds of the hangar.
"2025-07-17 07:35:24,553",DEBUG,INT. MASSASSI OUTPOST - WAR ROOM
"2025-07-17 07:54:07,487",DEBUG,"No, you're not. What kind of talk is"
"2025-07-17 07:54:08,213",DEBUG,What happened?
"2025-07-17 07:54:08,833",DEBUG,to pick up some power converters...
"2025-07-17 07:54:09,170",DEBUG,modifications myself.
"2025-07-17 07:54:09,768",DEBUG,The Imperial TIE fighter pilot scores a hit on Luke's ship.
"2025-07-17 07:54:13,986",DEBUG,hangar and hurry along a long line of gleaming spacefighters.
"2025-07-17 07:54:14,695",DEBUG,INT. MILLENNIUM FALCON - HALLWAY
"2025-07-17 07:54:15,536",DEBUG,Oooh!
"2025-07-17 07:54:15,828",DEBUG,HAN
"2025-07-17 07:54:17,331",DEBUG,"and flame. They turn and run down the cell hallway, meeting"
"2025-07-17 07:39:00,110",DEBUG,Han rushes into the hold area where Luke is sitting with the
"2025-07-17 07:39:01,566",DEBUG,here and listen...
"2025-07-17 07:39:01,715",DEBUG,snapping and popping. Luke is trying to reach Threepio.
"2025-07-17 07:39:02,825",DEBUG,Of course I got it. Signed aboard
"2025-07-17 07:39:03,984",DEBUG,LUKE
"2025-07-17 07:39:04,339",DEBUG,smile.
"2025-07-17 07:39:04,836",DEBUG,LUKE
"2025-07-17 07:39:05,569",DEBUG,or out; all other information on
"2025-07-17 07:39:06,52",DEBUG,joy and emotion. They give each other a great bear hug.
"2025-07-17 07:39:09,148",DEBUG,Luke tries to revive the inert robot by shaking him and then
"2025-07-17 07:36:34,599",DEBUG,I can't maneuver!
"2025-07-17 07:36:36,423",DEBUG,LUKE
"2025-07-17 07:36:37,277",DEBUG,A stormtrooper comes down the ramp of the pirateship and
"2025-07-17 07:36:37,472",DEBUG,mount saddles strapped to the huge creatures' shaggy backs
"2025-07-17 07:36:38,68",DEBUG,until it is obvious that the TIE ship is heading for it. Ben
"2025-07-17 07:36:40,112",DEBUG,Han Solo. I'm captain of the
"2025-07-17 07:36:40,371",DEBUG,"Luke continues to toy with his food, not looking at his uncle."
"2025-07-17 07:36:41,314",DEBUG,frozen in place. A humming lightsaber is held high over his
"2025-07-17 07:36:41,807",DEBUG,Owen breaks loose with a fit of uncontrolled anger.
"2025-07-17 07:53:08,510",DEBUG,I'm here to rescue you. I've got
"2025-07-17 07:53:08,623",DEBUG,your step. This place can be a little
"2025-07-17 07:53:08,762",DEBUG,Switching to targeting computer.
"2025-07-17 07:53:10,367",DEBUG,takes advantage of Ben's momentary distraction and brings
"2025-07-17 07:53:11,80",DEBUG,the forth moon.
"2025-07-17 07:53:12,587",DEBUG,TROOPER
"2025-07-17 07:53:13,457",DEBUG,"friend, are all that's left of their"
"2025-07-17 07:53:14,341",DEBUG,going to make the place pay off. He
"2025-07-17 07:53:16,0",DEBUG,open hatchway.
"2025-07-17 07:53:17,44",DEBUG,"weathered by exotic climates is set off by dark, penetrating"
"2025-07-17 07:36:51,33",DEBUG,INT. LUKE'S X-WING - COCKPIT
"2025-07-17 07:36:51,472",DEBUG,INT. LUKE'S X-WING FIGHTER
"2025-07-17 07:36:52,206",DEBUG,INT. DEATH STAR - CONTROL ROOM
"2025-07-17 07:36:52,487",DEBUG,worry about the tower!
"2025-07-17 07:36:53,128",DEBUG,creatures at the bar go back to their drinks.
"2025-07-17 07:36:53,613",DEBUG,INT. DARTH VADER'S COCKPIT
"2025-07-17 07:36:54,414",DEBUG,BIGGS
"2025-07-17 07:36:54,874",DEBUG,EXT. SURFACE OF THE DEATH STAR
"2025-07-17 07:36:55,473",DEBUG,opposite direction. Darth Vader appears at the far end of
"2025-07-17 07:36:56,248",DEBUG,"Artoo-Detoo turns his head from side to side, beeping in"
"2025-07-17 07:50:35,582",DEBUG,"makes a few beeping remarks, then scurries away."
"2025-07-17 07:50:36,262",DEBUG,Come on!
"2025-07-17 07:50:36,375",DEBUG,the end of it. It belongs to us now.
"2025-07-17 07:50:36,712",DEBUG,"Luke, let me know when you're going"
"2025-07-17 07:50:37,396",DEBUG,INT./EXT. LUKE'S SPEEDER - DESERT WASTELAND - TRAVELING -
"2025-07-17 07:50:37,948",DEBUG,and not gotten involved.
"2025-07-17 07:50:38,282",DEBUG,(to the head Jawa)
"2025-07-17 07:50:38,855",DEBUG,You're fortunate he doesn't blast
"2025-07-17 07:50:38,983",DEBUG,HAN
"2025-07-17 07:50:39,875",DEBUG,two weather-beaten Sandpeople shrouded in their grimy desert
"2025-07-17 07:53:51,721",DEBUG,Artoo whistles something at his reluctant friend regarding
"2025-07-17 07:53:52,152",DEBUG,Plug in. He should be able to
"2025-07-17 07:53:54,139",DEBUG,"are flying and at the far end stands a vision in white, the"
"2025-07-17 07:53:54,587",DEBUG,Yeah?
"2025-07-17 07:53:55,53",DEBUG,"Yes, sir. I think those new droids"
"2025-07-17 07:53:55,721",DEBUG,while others simply mill about. A voice of recognition calls
"2025-07-17 07:53:57,342",DEBUG,LUKE
"2025-07-17 07:53:58,62",DEBUG,Bring her back! Play back the entire
"2025-07-17 07:53:59,265",DEBUG,VADER
"2025-07-17 07:53:59,890",DEBUG,something terrible has happened.
"2025-07-17 07:44:53,410",DEBUG,long as....
"2025-07-17 07:44:53,684",DEBUG,"No, my father didn't fight in the"
"2025-07-17 07:44:54,265",DEBUG,They aren't here! Something must
"2025-07-17 07:44:54,911",DEBUG,of the deadly space station is in shadow and this area
"2025-07-17 07:44:55,182",DEBUG,"to a rock. The monstrous, bear-like creatures are as large"
"2025-07-17 07:44:56,664",DEBUG,THREEPIO
"2025-07-17 07:44:57,126",DEBUG,"head in disgust and heads for the door, giving his aide an"
"2025-07-17 07:44:58,251",DEBUG,chance to get off this rock.
"2025-07-17 07:44:59,42",DEBUG,I want to go with you.
"2025-07-17 07:45:00,74",DEBUG,"Come along, Artoo."
"2025-07-17 07:53:01,433",DEBUG,LUKE
"2025-07-17 07:53:02,121",DEBUG,Keep up your visual scanning. With
"2025-07-17 07:53:02,881",DEBUG,Vader adjusts his control stick.
"2025-07-17 07:53:03,426",DEBUG,the dingy slum dwellings and quickly disappears into the
"2025-07-17 07:53:03,582",DEBUG,Aaah... This is a consular ship.
"2025-07-17 07:53:03,992",DEBUG,TROOPER
"2025-07-17 07:53:04,917",DEBUG,underside dock of the giant Imperial starship.
"2025-07-17 07:53:06,691",DEBUG,(over headset)
"2025-07-17 07:53:07,634",DEBUG,concern is to prepare the new droids
"2025-07-17 07:53:08,48",DEBUG,"moments, then reluctantly enters the doomed entrance to the"
"2025-07-17 07:55:10,300",DEBUG,(over headset)
"2025-07-17 07:55:11,991",DEBUG,INT. DEATH STAR - INTERIOR ELEVATOR - DETENTION SECURITY
"2025-07-17 07:55:12,982",DEBUG,HAN
"2025-07-17 07:55:13,869",DEBUG,"Leia gives Luke a little kiss, turns, and goes off. As Luke"
"2025-07-17 07:55:14,732",DEBUG,Tarkin pushes a button and responds to the intercom buzz.
"2025-07-17 07:55:15,312",DEBUG,Beru.
"2025-07-17 07:55:16,539",DEBUG,throng of ground crew and pilots. Luke climbs down the ladder
"2025-07-17 07:55:16,891",DEBUG,Biggs panics when he discovers a TIE ship on his tail. The
"2025-07-17 07:55:17,13",DEBUG,HAN
"2025-07-17 07:55:17,934",DEBUG,VADER
"2025-07-17 07:40:56,438",DEBUG,Luke climbs up into the cockpit of his fighter and puts an
"2025-07-17 07:40:56,831",DEBUG,INT. RED LEADER'S COCKPIT
"2025-07-17 07:40:57,813",DEBUG,TROOPER
"2025-07-17 07:40:58,794",DEBUG,"Watch your back, Luke!"
"2025-07-17 07:40:59,417",DEBUG,Easy... you call that easy?
"2025-07-17 07:41:00,106",DEBUG,"Uh, I'm quite sure you'll be very"
"2025-07-17 07:41:01,377",DEBUG,"Well, wait a minute. Where'd she go?"
"2025-07-17 07:41:02,301",DEBUG,You're a part of the Rebel Alliance...
"2025-07-17 07:41:02,742",DEBUG,(over headset)
"2025-07-17 07:41:02,971",DEBUG,alarm and look to the sky as the huge starship rises above
"2025-07-17 07:44:31,570",DEBUG,DODONNA
"2025-07-17 07:44:31,923",DEBUG,"the wall next to Han, almost frying him."
"2025-07-17 07:44:32,244",DEBUG,LEIA
"2025-07-17 07:44:32,465",DEBUG,"Kenobi, you're my only hope."
"2025-07-17 07:44:33,197",DEBUG,Sir -- not in an environment such as
"2025-07-17 07:44:33,847",DEBUG,EXT. FOURTH MOON OF YAVIN
"2025-07-17 07:44:34,507",DEBUG,"From high on a rock mesa, the tiny Landspeeder can be seen"
"2025-07-17 07:44:36,844",DEBUG,"stubby claw hand, causing one of the holographic creatures"
"2025-07-17 07:44:37,728",DEBUG,"planet, Tatooine. It is followed by two huge Imperial"
